Name,Start,Duration,GPU,Context
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.95925s,34.240 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.95928s,108.256 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.9594s,170.912 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.95957s,31.424 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.9596s,3.104 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.95961s,44.608 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.95965s,4.096 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.95966s,4.448 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.95966s,2.337 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SpMMCsrKernel<long, float, dgl::aten::cuda::binary::CopyRhs<float>, dgl::aten::cuda::reduce::Sum<long, float, (bool)0>, (bool)0, (bool)1>(const T2 *, const T2 *, T2 *, T1 *, T1 *, const T1 *, const T1 *, const T1 *, long, long, const long *, const long *, long, long, long)",4.95967s,9.888 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.95968s,2.369 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SDDMMCooKernel<long, float, dgl::aten::cuda::binary::Mul<float>, (bool)0, (bool)0, (int)1, (int)2>(const T2 *, const T2 *, T2 *, const T1 *, const T1 *, const T1 *, long, long, long, long, const long *, const long *, long, long, long)",4.95968s,3.935 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.95968s,3.168 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4.95969s,2.816 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.95969s,3.168 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.9597s,3.935 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.9597s,22.432 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.95973s,15.968 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.95974s,35.200 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SpMMCsrKernel<long, float, dgl::aten::cuda::binary::Mul<float>, dgl::aten::cuda::reduce::Sum<long, float, (bool)0>, (bool)1, (bool)1>(const T2 *, const T2 *, T2 *, T1 *, T1 *, const T1 *, const T1 *, const T1 *, long, long, const long *, const long *, long, long, long)",4.9598s,78.432 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.95987s,16.224 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SpMMCsrKernel<long, float, dgl::aten::cuda::binary::Mul<float>, dgl::aten::cuda::reduce::Sum<long, float, (bool)0>, (bool)1, (bool)1>(const T2 *, const T2 *, T2 *, T1 *, T1 *, const T1 *, const T1 *, const T1 *, long, long, const long *, const long *, long, long, long)",4.95991s,105.312 μs,GPU 0,Stream 7
ampere_sgemm_128x128_nt,4.96002s,1.711 ms,GPU 0,Stream 7
ampere_sgemm_128x128_tn,4.96173s,67.040 μs,GPU 0,Stream 7
ampere_sgemm_128x128_nt,4.9618s,1.712 ms,GPU 0,Stream 7
ampere_sgemm_128x128_tn,4.96351s,66.496 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.96358s,2.783 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96359s,3.424 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.96359s,2.560 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.9636s,2.528 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.9636s,2.337 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96361s,3.039 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.96361s,107.360 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.96372s,171.104 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.9639s,31.776 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96393s,3.072 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96394s,44.224 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96398s,4.320 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.96399s,34.176 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.96402s,107.808 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.96413s,170.432 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.96431s,31.712 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96434s,2.976 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96434s,44.160 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96439s,3.040 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96439s,3.904 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.9644s,3.264 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.9644s,34.560 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.96444s,107.840 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.96455s,171.295 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.96472s,32.000 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96476s,3.040 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96476s,44.544 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96481s,3.104 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96481s,3.840 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96482s,3.040 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96482s,4.672 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.96482s,2.336 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SpMMCsrKernel<long, float, dgl::aten::cuda::binary::CopyRhs<float>, dgl::aten::cuda::reduce::Sum<long, float, (bool)0>, (bool)0, (bool)1>(const T2 *, const T2 *, T2 *, T1 *, T1 *, const T1 *, const T1 *, const T1 *, long, long, const long *, const long *, long, long, long)",4.96483s,7.872 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.96484s,2.592 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SDDMMCooKernel<long, float, dgl::aten::cuda::binary::Mul<float>, (bool)0, (bool)0, (int)1, (int)2>(const T2 *, const T2 *, T2 *, const T1 *, const T1 *, const T1 *, long, long, long, long, const long *, const long *, long, long, long)",4.96484s,4.640 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96485s,3.232 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4.96485s,2.912 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.96485s,3.936 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.96486s,4.032 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.96487s,7.552 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.96487s,15.872 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.96489s,47.744 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SpMMCsrKernel<long, float, dgl::aten::cuda::binary::Mul<float>, dgl::aten::cuda::reduce::Sum<long, float, (bool)0>, (bool)1, (bool)1>(const T2 *, const T2 *, T2 *, T1 *, T1 *, const T1 *, const T1 *, const T1 *, long, long, const long *, const long *, long, long, long)",4.96496s,91.904 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.96505s,21.601 μs,GPU 0,Stream 7
"void dgl::aten::cuda::SpMMCsrKernel<long, float, dgl::aten::cuda::binary::Mul<float>, dgl::aten::cuda::reduce::Sum<long, float, (bool)0>, (bool)1, (bool)1>(const T2 *, const T2 *, T2 *, T1 *, T1 *, const T1 *, const T1 *, const T1 *, long, long, const long *, const long *, long, long, long)",4.96509s,117.088 μs,GPU 0,Stream 7
ampere_sgemm_128x128_nt,4.96521s,2.380 ms,GPU 0,Stream 7
ampere_sgemm_128x128_tn,4.96759s,88.992 μs,GPU 0,Stream 7
ampere_sgemm_128x128_nt,4.96768s,2.382 ms,GPU 0,Stream 7
ampere_sgemm_128x128_tn,4.97006s,88.896 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.97015s,2.784 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97016s,3.488 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97016s,3.456 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.97017s,2.144 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97017s,2.560 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97018s,2.496 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4.97018s,2.592 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97019s,3.136 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97019s,3.584 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.9702s,107.520 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.97031s,172.031 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.97048s,31.264 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97051s,3.040 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97052s,44.480 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97056s,3.040 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97057s,3.872 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97057s,3.040 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.97058s,46.368 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.97062s,145.184 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.97077s,206.463 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.97098s,42.304 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97103s,62.432 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97109s,3.168 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97109s,3.968 μs,GPU 0,Stream 7
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4.9711s,45.920 μs,GPU 0,Stream 7
ampere_sgemm_128x64_nn,4.97114s,145.120 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.97129s,206.047 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.9715s,41.888 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97155s,63.008 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97161s,3.584 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97161s,3.936 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97162s,3.136 μs,GPU 0,Stream 7
ampere_sgemm_64x32_sliced1x4_nt,4.97162s,8.416 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.97163s,6.048 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97164s,2.528 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97164s,3.296 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97165s,47.680 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.9717s,172.223 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.97187s,31.072 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97191s,3.040 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97191s,3.583 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97191s,62.655 μs,GPU 0,Stream 7
void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params),4.97198s,206.336 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",4.97219s,42.112 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97223s,3.008 μs,GPU 0,Stream 7
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",4.97224s,3.520 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97224s,4.768 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97225s,22.240 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97227s,22.368 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97229s,3.712 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.9723s,16.192 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97232s,4.416 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97232s,16.191 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97234s,3.905 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97234s,16.416 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97236s,3.904 μs,GPU 0,Stream 7
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, (int)4>>(T3)",4.97237s,16.353 μs,GPU 0,Stream 7
